Code guichet,Column1,Code localité,Code commune,GUICHETS ,Comptes chèques Nombre,Comptes chèques Montant,Comptes d'épargne Nombre,Comptes d'épargne  Montant,Dépôts à terme  Nombre,Dépôts à terme  Montant,Autres comptes Nombre,Autres comptes Montant, Total des comptes Nombre,Total des comptes Montant,Code GPS X,Code GPS Y
0903,,590,,SAFI NOUVELLE MEDINA          , -     , -     , 1   , 0   , -     , -     ,,, 1   , 0   ,-9.230729,32.296746
0904,,601,,CHEMAIA                       ," 5,046   "," 29,999   "," 7,615   "," 51,438   ", 2   ," 1,600   ",,," 12,663   "," 83,036   ",-8.6220842,32.0802859
0905,,596,,JEMAA SHAIM                   ," 1,727   "," 7,550   "," 3,365   "," 22,357   ", -     , -     ,,," 5,092   "," 29,908   ",-8.841151,32.354543
0906,,607,,YOUSSOUFIA                    ," 6,339   "," 29,830   "," 9,040   "," 57,905   ", 1   , 40   ,,," 15,380   "," 87,775   ",-8.5346429,32.2436692
0907,,607,,YOUSSOUFIA QUARTIER TAKADOUM  , 915   ," 4,108   "," 1,949   "," 13,589   ", 1   , 500   ,,," 2,865   "," 18,197   ",-8.5352612,32.2534451
0908,,595,,TLETA SIDI BOUGUEDRA          , 696   ," 1,808   "," 1,039   "," 5,308   ", -     , -     ,,," 1,735   "," 7,115   ",-8.979655,32.255809
0909,,593,,SEBT GZOULA                   ," 2,608   "," 12,145   "," 5,577   "," 37,662   ", 1   , 84   ,,," 8,186   "," 49,891   ",-9.0865396,32.1073208
0910,,590,,SAFI SIDI BOUDHAB             ," 5,073   "," 26,054   "," 10,500   "," 62,008   ", 2   , 346   ,,," 15,575   "," 88,408   ",-9.2432061,32.2970977
0911,,599,,HAD HARARA                    ," 1,034   "," 2,937   "," 1,545   "," 10,415   ", -     , -     ,,," 2,579   "," 13,352   ",-9.135277,32.438171
0912,,590,,TLETA IRHOUD                  , 463   ," 1,093   "," 1,027   "," 5,495   ", -     , -     ,,," 1,490   "," 6,588   ",-8.88088,31.859606
0913,,590,,SAFI SIDI OUASSEL             ," 4,694   "," 10,441   "," 13,518   "," 68,366   ", 9   , 887   ,,," 18,221   "," 79,694   ",-9.250094,32.2568418
0914,,240,,ESSAOUIRA PPAL                ," 6,131   "," 37,442   "," 14,398   "," 90,949   ", 2   , 180   ,,," 20,531   "," 128,571   ",-9.7663549,31.5101604
0915,,240,,ESSAOUIRA SCALA               ," 1,343   "," 6,726   "," 1,504   "," 9,001   ", -     , -     ,,," 2,847   "," 15,727   ",-9.7708471,31.513418
0916,,251,,TAMANAR                       ," 2,646   "," 18,087   "," 2,762   "," 32,682   ", 2   , 500   ,,," 5,410   "," 51,269   ",-9.678676,30.999738
0917,,256,,SMIMOU                        ," 1,644   "," 9,988   "," 1,353   "," 10,694   ", -     , -     ,,," 2,997   "," 20,682   ",-9.703634,31.212379
0918,,246,,TLATA HANCHANE                , 771   ," 3,494   "," 1,252   "," 6,654   ", -     , -     ,,," 2,023   "," 10,148   ",-9.4429315,31.5257773
0919,,243,,TAFTECHT                      , 620   ," 3,088   "," 1,211   "," 9,099   ", -     , -     ,,," 1,831   "," 12,187   ",-9.253355,31.581543
0920,,248,,TALMEST                       , 896   ," 5,869   "," 1,215   "," 11,021   ", -     , -     ,,," 2,111   "," 16,890   ",-9.3376441,31.8160256
0921,,240,,BIZDAD                        , 289   , 940   , 537   ," 4,396   ", -     , -     ,,, 826   ," 5,336   ",-9.374181,31.27492
0922,,252,,AIT DAOUD                     , 607   ," 5,234   ", 946   ," 8,486   ", -     , -     ,,," 1,553   "," 13,721   ",-9.351098,31.080678
0923,,590,,SIDI AHMED                    , 934   ," 2,551   "," 1,950   "," 7,144   ", -     , -     ,,," 2,884   "," 9,695   ",-8.495232,32.212649
0924,,590,,SAFI SIDI ABDELKRIM           ," 6,474   "," 25,634   "," 11,090   "," 64,630   ", 16   ," 2,323   ",,," 17,580   "," 92,586   ",-9.2343977,32.3070072
0925,,110,,BENSLIMANE PPAL               ," 8,980   "," 57,970   "," 8,277   "," 50,944   ", 1   ," 1,290   ",,," 17,258   "," 110,204   ",-7.1199131,33.6117668
0926,,110,,BENSLIMANE FAR                , 1   , 0   , -     , -     , -     , -     ,,, 1   , 0   ,-7.156389,33.620556
0927,,122,,BENI YEKHLEF                  ," 2,605   "," 16,282   "," 4,757   "," 43,364   ", -     , -     ,,," 7,362   "," 59,646   ",-7.340546,33.683599
0928,,111,,FEDALATE                      , 749   ," 3,494   "," 2,035   "," 26,655   ", -     , -     ,,," 2,784   "," 30,149   ",-7.30752,33.568732
0929,,110,,BENSLIMANE FATH               ," 3,058   "," 22,070   "," 8,421   "," 70,228   ", 2   , 750   ,,," 11,481   "," 93,047   ",-7.129725,33.625028
0930,,590,,SAFI AZIB DRAI                ," 5,552   "," 23,649   "," 11,923   "," 72,877   ", -     , -     ,,," 17,475   "," 96,527   ",-9.219847,32.292944
0931,,112,,MELLILA                       , 473   ," 2,389   "," 1,531   "," 10,818   ", -     , -     ,,," 2,004   "," 13,206   ",-7.146059,33.388845
0932,,240,,ESSAOUIRA GARE ROUTIERE       ," 4,760   "," 21,103   "," 11,028   "," 57,167   ", 1   , 20   ,,," 15,789   "," 78,290   ",-9.7602475,31.517098
0933,,123,,SIDI MOUSSA BEN ALI           ," 1,071   "," 3,808   "," 1,883   "," 29,188   ", -     , -     ,,," 2,954   "," 32,996   ",-7.373482,33.562633
0934,,244,,HAD DRAA                      , 434   ," 1,213   ", 891   ," 3,903   ", -     , -     ,,," 1,325   "," 5,115   ",-9.537343,31.577423
0935,,240,,ZAOUIA BEN HMIDA              , 71   , 250   , 361   , 760   , -     , -     ,,, 432   ," 1,010   ",-9.372475,31.754376
0936,,190,,SAHRIJ                        ," 1,262   "," 6,979   "," 1,646   "," 16,242   ", -     , -     ,,," 2,908   "," 23,221   ",-7.149729,31.803303
0937,,194,,LAATAOUIA ECHCHAIBIA          ," 4,331   "," 24,575   "," 5,200   "," 32,583   ", 2   , 50   ,,," 9,533   "," 57,208   ",-7.3121913,31.8335424
0938,,207,,TAMELELT                      ," 1,697   "," 6,132   "," 3,410   "," 25,070   ", -     , -     ,,," 5,107   "," 31,202   ",-7.50901,31.816475
0939,,478,,ASNI                          ," 1,231   "," 7,418   "," 2,217   "," 14,060   ", -     , -     ,,," 3,448   "," 21,478   ",-7.984041,31.247219
0940,,197,,SIDI BOU OTHMANE              ," 1,656   "," 7,208   "," 2,728   "," 11,722   ", -     , -     ,,," 4,384   "," 18,930   ",-7.943834,31.902589
0941,,468,,SIDI MOKHTAR                  ," 1,603   "," 7,619   "," 4,353   "," 24,393   ", -     , -     ,,," 5,956   "," 32,012   ",-9.011192,31.579132
0942,,196,,SIDI RAHHAL                   ," 1,571   "," 12,123   "," 1,514   "," 10,866   ", -     , -     ,,," 3,085   "," 22,989   ",-7.4704752,31.652372
0943,,462,,TLETA NYACOUB                 , 272   , 647   , 547   ," 2,024   ", -     , -     ,,, 819   ," 2,671   ",-8.182944,30.991135
0944,,475,,TAHANAOUTE                    ," 2,235   "," 13,867   "," 3,190   "," 15,791   ", -     , -     ,,," 5,425   "," 29,657   ",-7.946302,31.367329
0945,,190,,HAD RAS EL AIN                , 630   ," 2,427   ", 873   ," 3,789   ", -     , -     ,,," 1,503   "," 6,216   ",-7.618614,31.753332
0946,,190,,NZALATE LAADIM                , 506   ," 1,400   "," 1,079   "," 5,610   ", -     , -     ,,," 1,585   "," 7,010   ",-7.952653,32.097854
0947,,201,,BENGUERIR PPAL                ," 6,647   "," 23,033   "," 9,293   "," 39,647   ", -     , -     ,,," 15,940   "," 62,681   ",-7.9604665,32.2384275
0948,,201,,BENGUERIR BASE MILITAIRE      ," 7,047   "," 36,432   "," 6,345   "," 7,528   ", -     , -     ,,," 13,392   "," 43,961   ",-7.906637,32.129541
0949,,500,,NADOR OULED BOUTAYEB          , 566   ," 5,182   ", 803   ," 3,135   ", -     , -     ,,," 1,369   "," 8,317   ",-2.9489735,35.1669522
0950,,640,,TANGER ZONE FRANCHE           , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-5.8042091,35.7845816
0951,,346,,SIDI KACEM BIR ANZARANE       , -     , -     , 85   , 120   , -     , -     ,,, 85   , 120   ,-5.711917,34.217256
0952,,643,,ASSILAH IBNOU HANBAL          , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-6.036878,35.456801
0953,,270,,FES BENDEBBAB                 ," 5,747   "," 29,080   "," 23,719   "," 119,207   ", 1   , 600   ,,," 29,467   "," 148,888   ",-4.999246,34.065041
0954,,330,,KENITRA SAKNIA                ," 1,951   "," 5,401   "," 3,238   "," 22,233   ", -     , -     ,,," 5,189   "," 27,633   ",-6.5519299,34.2493915
0955,,570,,OUJDA SAMARA                  , 851   ," 5,592   "," 1,353   "," 9,402   ", -     , -     ,,," 2,204   "," 14,994   ",-1.9411348,34.6512576
0956,,570,,OUJDA 18 MAI                  , 936   ," 8,601   "," 1,562   "," 13,736   ", -     , -     ,,," 2,498   "," 22,338   ",-1.9522459,34.683083
0957,,270,,FES AL WIFAK                  ," 3,015   "," 19,583   "," 5,957   "," 37,213   ", -     , -     ,,," 8,972   "," 56,796   ",-5.0269801,34.0193454
0958,,810,,RABAT MUSEE DES PTT           , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-6.834510,34.014703
0959,,780,,CASA HAY SEDRI NCR            ," 1,437   "," 15,806   "," 1,345   "," 15,685   ", -     , -     ,,," 2,782   "," 31,491   ",-7.558484,33.569181
0960,,179,,SIDI BENNOUR AL MASSIRA       , 693   ," 6,234   ", 655   ," 7,026   ", -     , -     ,,," 1,348   "," 13,260   ",-8.431192,32.648978
0961,,270,,FES HAY TAREK                 ," 1,292   "," 10,747   "," 1,403   "," 20,340   ", -     , -     ,,," 2,695   "," 31,088   ",-5.0239921,34.0279441
0962,,542,,BIRGANDOUZ                    , 364   ," 1,619   ", 171   , 268   , -     , -     ,,, 535   ," 1,887   ",-16.467444,21.612778
0963,,780,,CASABLANCA ANASSI," 3,066   "," 14,574   "," 2,979   "," 37,918   ", 2   ," 1,070   ",,," 6,047   "," 53,562   ",-7.4991449,33.5945039
0964,,400,,KHOURIBGA AL AMAL, 859   ," 7,052   "," 1,491   "," 15,310   ", -     , -     ,,," 2,350   "," 22,362   ",-6.927817,32.890159
0965,,610,,SETTAT HAY MIMOUNA," 1,140   "," 6,638   "," 1,299   "," 11,049   ", 2   , 38   ,,," 2,441   "," 17,725   ",-7.6276714,33.0049375
0966,,480,,MEKNES SIDI BOUZEKRI," 1,857   "," 11,404   "," 1,617   "," 15,575   ", 1   , 15   ,,," 3,475   "," 26,994   ",-5.5345559,33.8639947
0967,,815,,SALE DAR HAMRA," 1,663   "," 11,769   "," 1,921   "," 19,207   ", 1   , 60   ,,," 3,585   "," 31,036   ",-6.7806352,34.0634723
0968,,10,,AGADIR DRARGA," 1,904   "," 12,790   "," 1,274   "," 8,633   ", 1   , 100   ,,," 3,179   "," 21,523   ",-9.4842133,30.3830543
0969,,10,,SIDI BIBI," 2,505   "," 12,436   "," 1,873   "," 10,365   ", -     , -     ,,," 4,378   "," 22,801   ",-9.524986,30.239224
0970,,450,,MARRAKECH ABRAJ AL KOUTOUBIA, 917   ," 7,113   ", 817   ," 8,622   ", 1   , 40   ,,," 1,735   "," 15,775   ",-8.056884,31.573565
0971,,450,,MARRAKECH BORJ ZAITOUN," 1,005   "," 10,090   ", 747   ," 8,499   ", -     , -     ,,," 1,752   "," 18,589   ",-8.048822,31.587357
0972,,450,,MARRAKECH TARGA, 571   ," 6,005   ", 411   ," 7,698   ", -     , -     ,,, 982   ," 13,703   ",-8.0493415,31.636201
0973,,450,,MARRAKECH AZZOUZIA, 892   ," 6,002   ", 701   ," 8,502   ", -     , -     ,,," 1,593   "," 14,504   ",-8.061733,31.682816
0974,,450,,MARRAKECH JARDINS DES ORANGERS, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.999039,31.610091
0975,,780,,CASABLANCA AL AZHAR, 740   ," 7,443   ", 645   ," 7,555   ", -     , -     ,,," 1,385   "," 14,998   ",-7.4842001,33.6008676
0976,,780,,CASABLANCA DRISS EL HARTI," 1,275   "," 12,561   "," 1,275   "," 16,942   ", -     , -     ,,," 2,550   "," 29,503   ",-7.5740326,33.5478418
0977,,41,,ASKAOUN, 238   ," 1,449   ", 238   , 656   , -     , -     ,,, 476   ," 2,105   ",-7.776181,30.740281
0978,,625,,SIDI RAHHAL PLAGE," 1,593   "," 10,810   "," 1,684   "," 13,438   ", -     , -     ,,," 3,277   "," 24,248   ",-7.956647,33.472091
0979,,780,,CASABLANCA ADDOHA, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.543151,33.604872
0980,,810,,RABAT ADDOHA, -     , -     , -     , -     , -     , -     ,,, -     , -     , -6.849225,33.998991
0981,,570,,OUJDA BASSATINE, 341   , 967   , 416   ," 3,981   ", -     , -     ,,, 757   ," 4,948   ",-1.88136,34.709653
0982,,530,,DAKHLA AL WAKALA," 2,093   "," 13,386   "," 1,285   "," 7,334   ", 1   , 100   ,,," 3,379   "," 20,820   ",-15.951808,23.701667
0983,,270,,FES ZOUAGHA," 1,827   "," 11,961   "," 1,848   "," 23,218   ", 2   , 132   ,,," 3,677   "," 35,311   ",-5.035893,34.021644
0984,,750,,TIZNIT AL MASSIRA," 1,127   "," 12,580   ", 995   ," 12,686   ", 1   , 250   ,,," 2,123   "," 25,516   ",-9.7195182,29.6830172
0985,,728,,MDIQ MARINA, 380   ," 2,396   ", 551   ," 2,079   ", -     , -     ,,, 931   ," 4,475   ",-5.340782,35.754027
0986,,480,,MEKNES MARJANE," 1,682   "," 9,089   ", 839   ," 8,031   ", -     , -     ,,," 2,521   "," 17,120   ",-5.576302,33.862224
0987,,690,,TAZA MOULAY YOUSSEF," 1,221   "," 9,981   ", 670   ," 6,290   ", -     , -     ,,," 1,891   "," 16,270   ",-4.011048,34.213368
0988,,640,,TANGER PORT MED, 98   , 349   , 53   , 311   , -     , -     ,,, 151   , 660   ,-5.495481,35.88872
0989,,170,,EL JADIDA BD EL ALAOUIYNE, 914   ," 8,612   ", 573   ," 7,142   ", 2   , 800   ,,," 1,489   "," 16,554   ",-8.524398,33.23589
0990,,621,,BERRECHID HAY TISSIR, 713   ," 6,651   ", 533   ," 7,285   ", -     , -     ,,," 1,246   "," 13,936   ",-7.582803,33.274917
0991,,640,,TANGER BENDIBANE," 1,318   "," 8,135   ", 656   ," 6,861   ", 1   , 10   ,,," 1,975   "," 15,006   ",-5.814184,35.753071
0992,,640,,TANGER DAR MOUIGNA, 905   ," 9,343   ", 384   ," 4,072   ", -     , -     ,,," 1,289   "," 13,414   ",-5.821563,35.758944
0993,,640,,TANGER BRANES, 541   ," 6,275   ", 213   ," 5,157   ", -     , -     ,,, 754   ," 11,433   ",-5.837173,35.762267
0994,,570,,OUJDA NAJD, 206   , 824   , 346   ," 2,330   ", -     , -     ,,, 552   ," 3,155   ",-1.873794,34.661602
0995,,210,,AGENCE MOBILE Errachidia Principal, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
0996,,640,,AGENCE MOBILE TANGER Principal, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
0997,,41,,AGENCE MOBILE  TAROUDANT  Principal, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
0998,,99,,Zaouia Echcheikh Bd Hassan II, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-5.922575,32.638887
0999,,270,,AGENCE MOBILE FES Principal, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1000,,430,,AGENCE MOBILE LAAYOUNE Principal, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1001,,450,,MARRAKECH ADDOHA, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-8.075575,31.639602
1002,,550,,AGENCE MOBILE OUARZAZATE Principale, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1003,,570,,AGENCE MOBILE OUJDA Principale, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1004,,590,,AGENCE MOBILE SAFI Principale, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1005,,610,,AGENCE MOBILE SETTAT Principale, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1006,,690,,AGENCE MOBILE TAZA Principale, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1007,,750,,AGENCE MOBILE TIZNIT Principale, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1008,,780,,AGENCE MOBILE CASABLANCA NORD, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1009,,780,,AGENCE MOBILE CASABLANCA SUD, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1010,,810,,AGENCE MOBILE RABAT PRINCIPAL, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-,-
1011,,270,,Aarsat Azaytoune, -     , -     , -     , -     , -     , -     ,,, -     , -     ,-5.040423,33.990374
1012,,380,,AGENCE MOBILE KHENIFRA PRINCIPALE, 92   , 155   , 66   , 299   , -     , -     ,,, 158   , 454   ,-,-
1013,,330,,AGENCE MOBILE KENITRA PRINCIPALE, 66   , 40   , 62   , 159   , -     , -     ,,, 128   , 199   ,-,-
1014,,810,,RABAT FAL OULED OUMEIR, 488   ," 4,356   ", 253   ," 4,778   ", -     , -     ,,, 741   ," 9,134   ",-6.849705,33.999317
1015,1015,530,,DAKHLA HAY ESSALAM," 1,226   "," 8,115   ", 320   ," 2,311   ", -     , -     ,,," 1,546   "," 10,426   ",-15.950207,23.690669
1016,1016,430,,LAAYOUNE HAY MOULAY RACHID, 644   ," 5,019   ", 250   ," 1,740   ", -     , -     ,,, 894   ," 6,759   ",-13.19362,27.145794
1017,1017,780,,CASABLANCA HADJ FATEH ," 1,030   "," 10,589   ", 331   ," 5,899   ", -     , -     ,,," 1,361   "," 16,487   ",-7.682732,33.540563
1020,1020,170,,EL JADIDA BD IBN BADIS, 627   ," 14,900   ", 393   ," 8,202   ", 11   ," 3,560   ",,," 1,031   "," 26,662   ",-8.504317,33.235794
1021,1021,780,,CASABLANCA OUED SEBOU, 625   ," 5,655   ", 420   ," 7,898   ", -     , -     ,,," 1,045   "," 13,552   ",-7.681621,33.551231
1022,1022,201,,BENGUERIR HASSAN II, 621   ," 3,572   ", 259   ," 1,294   ", -     , -     ,,, 880   ," 4,866   ",-7.947930,32.227744
1023,,780,,CASA AL MOUSTAKBAL, 905   ," 5,824   ", 566   ," 8,037   ", 1   , 50   ,,," 1,472   "," 13,910   ",-7.64969,33.52714
1024,,780,,CASABLANCA BOULEVARD TAH, 495   ," 5,150   ", 285   ," 5,334   ", 1   , 148   ,,, 781   ," 10,631   ",-7.58103,33.53374
1025,,780,,CASABLANCA BOULEVARD ESSMARA, 625   ," 14,905   ", 328   ," 5,571   ", -     , -     ,,, 953   ," 20,476   ",-7.59194,33.53864
1026,,815,,SALA EL JADIDA BOUREGREG, 318   ," 3,873   ", 201   ," 2,933   ", -     , -     ,,, 519   ," 6,806   ",-6.729543,33.995091
1027,,825,,TEMARA OULED METAA, 307   ," 2,581   ", 183   ," 1,868   ", -     , -     ,,, 490   ," 4,449   ",-6.894948,33.937162
1028,,780,,CASABLANCA AL AMAL, 215   ," 1,834   ", 122   ," 1,562   ", -     , -     ,,, 337   ," 3,396   ",-7.514559,33.605864
1029,,10,,AGADIR ISLANE, 235   ," 2,203   ", 83   , 893   , -     , -     ,,, 318   ," 3,095   ",-9.560110,30.433754
1030,,780,,CASABLANCA ROUDANI, 93   ," 1,535   ", 24   ," 2,135   ", -     , -     ,,, 117   ," 3,670   ",-7.640374,33.574358
1031,,10,,OULAD TEIMA HAY MOHAMMADI, 855   ," 3,525   "," 1,512   "," 7,814   ", -     , -     ,,," 2,367   "," 11,339   ",-9.215670,30.392512
1032,,170,,EL JADIDA BD MOHAMED RAFII , 79   ," 1,432   ", 55   ," 1,032   ", 1   , 80   ,,, 135   ," 2,544   ",-8.508127,33.254221
1033,,621,,Berrechid Roudani, 125   ," 1,389   ", 75   ," 1,319   ", -     , -     ,,, 200   ," 2,707   ",-7.575173,33.263988
1034,,450,,TAMANSOURT, 305   ," 1,710   ", 124   ," 1,240   ", -     , -     ,,, 429   ," 2,950   ",-8.116886,31.748138
1035,,780,,CASABLANCA ALANDALOUS, 63   , 211   , 100   , 827   , -     , -     ,,, 163   ," 1,038   ",-7.498820,33.589848
1036,,780,,CASABLANCA HAY AL MASSIRA, 9   , 23   , 8   , 50   , -     , -     ,,, 17   , 73   ,-7.534921,33.565695
